date,prices $,from_country,to_country,departure_date,return_date,website
2023-10-03,32.0,CUZ,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-04,35.0,CUZ,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-05,35.0,CUZ,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-06,46.0,CUZ,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-07,46.0,CUZ,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-08,46.0,CUZ,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-09,35.0,CUZ,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-10,46.0,CUZ,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-11,40.0,CUZ,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-12,40.0,CUZ,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-13,53.0,CUZ,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-14,61.0,CUZ,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-15,53.0,CUZ,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-16,40.0,CUZ,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-17,32.0,CUZ,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-18,32.0,CUZ,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-19,32.0,CUZ,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-20,35.0,CUZ,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-21,40.0,CUZ,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-22,35.0,CUZ,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-23,46.0,CUZ,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-24,40.0,CUZ,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-25,46.0,CUZ,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-26,40.0,CUZ,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-27,35.0,CUZ,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-28,46.0,CUZ,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-29,40.0,CUZ,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-30,17.0,CUZ,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-31,17.0,CUZ,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-01,17.0,CUZ,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-02,17.0,CUZ,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-03,17.0,CUZ,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-04,35.0,CUZ,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-05,35.0,CUZ,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-06,17.0,CUZ,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-07,17.0,CUZ,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-08,17.0,CUZ,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-09,17.0,CUZ,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-10,17.0,CUZ,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-11,32.0,CUZ,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-12,40.0,CUZ,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-13,17.0,CUZ,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-14,35.0,CUZ,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-15,17.0,CUZ,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-16,35.0,CUZ,LIM,2023-07-20,2023-07-23,Skyairline
